DEPTH,GR,RHOB,VP,VS
991.797932,76.4765,2.5837,3.652245691,1.957525235
991.961974,77.0134,2.5812,3.67607584,1.953452896
992.126016,77.0134,2.5787,3.698651961,1.950441571
992.290058,77.0134,2.5762,3.678786752,1.947440759
992.4541,79.0268,2.5737,3.652245691,1.944449167
992.618142,81.3423,2.5712,3.626084854,1.904221588
992.782184,83.0537,2.5687,3.60029613,1.86562362
992.946226,79.9257,2.5672,3.574871634,1.8285604
993.110268,77.4449,2.5811,3.56807962,1.821552349
993.27431,74.964,2.5911,3.578170229,1.8414292
993.438352,72.4832,2.601,3.588313849,1.861745767
993.602394,70.0024,2.611,3.598515143,1.882515643
993.766436,67.953,2.6193,3.606989492,1.90375417
993.930478,71.5772,2.6193,3.572835085,1.925477391
994.09452,76.0067,2.6193,3.544247751,1.957525235
994.258562,75.6795,2.615,3.516114258,1.935528055
994.422604,75,2.612,3.488423883,1.897796615
994.586646,72.9866,2.6089,3.461166239,1.861508129
994.750688,73.9933,2.6012,3.436646859,1.826581376
994.91473,79.0268,2.5932,3.449372314,1.800148065
995.078772,83.6577,2.588,3.461166239,1.821172507
995.242814,84.5235,2.5888,3.473037133,1.838811905
995.406856,81.2819,2.5893,3.48499372,1.856797477
995.570898,78.0403,2.5898,3.497028905,1.875138361
995.73494,74.7987,2.5904,3.509151543,1.893845191
995.898982,71.9799,2.5909,3.519756368,1.91292903
996.063024,71.9799,2.5915,3.51515322,1.932401391
996.227066,71.9799,2.592,3.511091851,1.944449167
996.391108,75.2013,2.5926,3.507035821,1.91233014
996.55515,77.5168,2.5932,3.502993177,1.88989261
996.719192,79.8322,2.5862,3.498955826,1.867975497
996.883234,82.1477,2.5772,3.494931778,1.846560903
997.047276,84.4631,2.5682,3.490912977,1.82563174
997.211318,86.7785,2.562,3.486907397,1.81134976
997.37536,88.0872,2.5698,3.482907019,1.842621445
997.539402,85.8725,2.5776,3.477705151,1.867338064
997.703444,84.0604,2.5802,3.502816046,1.892725613
997.867486,84.0604,2.584,3.53955159,1.918812994
998.031528,84.0604,2.5877,3.577070021,1.94563079
998.19557,82.5503,2.5914,3.615388058,1.973207558
998.359612,81.1611,2.5952,3.654540302,2.001577294
998.523654,79.7718,2.5989,3.694545336,2.030776054
998.687696,78.0201,2.6036,3.746252705,2.068827829
998.851738,78.8758,2.5999,3.766859915,2.059495574
999.01578,80.0336,2.5947,3.795099369,2.047004478
999.179822,81.1913,2.5896,3.739037618,2.03466263
999.343864,82.047,2.5844,3.68460806,2.025636735
999.507906,80.0336,2.5793,3.631740438,2.054226668
999.671948,80.302,2.5724,3.562841135,2.021616911
999.83599,80.495,2.5732,3.562841135,1.998810355
1000.000032,80.6879,2.5744,3.562841135,1.976513919
1000.164074,80.8809,2.5756,3.562841135,1.954708168
1000.328116,81.0403,2.5768,3.562841135,1.933378308
1000.492158,81.0403,2.5776,3.562841135,1.918812994
1000.6562,82.047,2.5593,3.562841135,1.94199618
1000.820242,81.4893,2.5452,3.562841135,1.960152505
1000.984284,81.0403,2.5311,3.520439342,1.978651532
1001.148326,84,2.5171,3.462153035,1.997831686
1001.312368,87.0805,2.5047,3.405765333,1.905873067
1001.47641,82.8926,2.5205,3.351184957,1.820602497
1001.640452,79.1557,2.5346,3.319086274,1.742635337
1001.804494,75.4188,2.5444,3.319086274,1.671071817
1001.968536,70.9732,2.5516,3.319086274,1.593234765
1002.132578,73.3389,2.5369,3.319086274,1.688813826
1002.29662,76.2584,2.5203,3.319086274,1.81134976
1002.460662,79.1779,2.5105,3.319086274,1.756269185
1002.624704,81.0403,2.5047,3.319086274,1.708439682
1002.788746,76.9983,2.5428,3.337479527,1.647334217
1002.952788,74.9547,2.567,3.374888198,1.682566722
1003.11683,72.9111,2.5932,3.413141157,1.740933297
1003.280872,70.9732,2.5822,3.452271219,1.803494746
1003.444914,70.9732,2.5724,3.492308903,1.870720161
1003.608956,70.9732,2.5317,3.519756368,1.943151286
1003.772998,74.5369,2.4839,3.503448164,1.95305986
1003.93704,75.7047,2.4747,3.491260854,1.889337333
1004.101082,77.0134,2.4578,3.477705151,1.829642675
1004.265124,77.0134,2.463,3.486201484,1.773604655
1004.429166,77.0134,2.4839,3.495917876,1.720897273
1004.593208,73.4161,2.5045,3.505684549,1.6854892
1004.75725,68.9597,2.525,3.519756368,1.728381005
1004.921292,70.4547,2.5516,3.505769225,1.763076674
1005.085334,73.0822,2.5334,3.477705151,1.799194909
1005.249376,75.7097,2.5077,3.430840536,1.836822816
1005.413418,78.0201,2.4821,3.376974641,1.876059378
1005.57746,73.4396,2.463,3.324774042,1.90624734
1005.741502,69.3523,2.4656,3.27416269,1.762969599
1005.905544,63.9262,2.4682,3.209306043,1.663621916
1006.069586,63.3372,2.4791,3.209306043,1.559099969
1006.233628,62.4614,2.4952,3.209306043,1.587066812
1006.39767,61.5856,2.5099,3.248704891,1.622994501
1006.561712,60.906,2.5359,3.291317102,1.660585608
1006.725754,62.693,2.5174,3.319086274,1.699959343
1006.889796,64.1527,2.5023,3.299276067,1.75669229
1007.053838,65.9396,2.4839,3.284879104,1.721330723
1007.21788,65.5513,2.4932,3.270607243,1.668676726
1007.381922,65.0508,2.5053,3.25645886,1.619148397
1007.545964,64.5503,2.5174,3.245083562,1.572474627
1007.710006,64.0499,2.5255,3.288447926,1.542575647
1007.874048,63.5494,2.5068,3.325804339,1.75669229
1008.03809,62.9195,2.4891,3.364022946,1.6854892
1008.202132,60.906,2.4965,3.403126346,1.731474783
1008.366174,61.4195,2.5066,3.443149513,1.7976287
1008.530216,62.0034,2.5151,3.477705151,1.857587344
1008.694258,62.5872,2.4767,3.477705151,1.764537259
1008.8583,62.9195,2.4578,3.477705151,1.691201426
1009.022342,70.7181,2.4607,3.377236563,1.623718167
1009.186384,77.0134,2.463,3.310405842,1.561413767
1009.350426,71.9799,2.4786,3.246168767,1.502756979
1009.514468,67.7718,2.4734,3.184377226,1.508082144
1009.67851,63.4899,2.4633,3.140063422,1.513539877
1009.842552,60.906,2.4578,3.115528993,1.519037257
1010.006594,62.2107,2.481,3.106552198,1.526397158
1010.170636,63.145,2.4976,3.106552198,1.52017974
1010.334678,64.0792,2.5142,3.138033213,1.511025531
1010.49872,64.9329,2.5309,3.17777383,1.501981651
1010.662762,62.396,2.5475,3.218530524,1.495038807
1010.826804,60.0604,2.5641,3.260349741,1.575470575
1010.990846,56.8792,2.5771,3.303266422,1.675785938
1011.154888,55.9852,2.5866,3.347331692,1.671039752
1011.31893,54.5839,2.5961,3.39258851,1.663653697
1011.482972,53.1826,2.6056,3.439081989,1.656709867
1011.647014,51.7812,2.6151,3.477705151,1.696467031
1011.811056,50.8389,2.6246,3.48921058,1.736078423
1011.975098,60.6577,2.6177,3.498943776,1.777584877
1012.13914,69.9664,2.5921,3.508727387,1.82112463
1012.303182,70.8322,2.5664,3.518565864,1.866850842
1012.467224,71.9799,2.5411,3.528463755,1.914931251
1012.631266,72.2768,2.5335,3.538413382,1.957525235
1012.795308,72.5688,2.5259,3.54841928,1.920441489
1012.95935,72.9866,2.5151,3.562841135,1.889454453
1013.123392,74.1826,2.5185,3.534289921,1.859452646
1013.287434,76.2846,2.5246,3.477705151,1.83038762
1013.451476,78.3866,2.5307,3.477705151,1.802218303
1013.615518,80.4886,2.5226,3.477705151,1.778155235
1013.77956,82.047,2.5143,3.477705151,1.812703856
1013.943602,80.5772,2.506,3.477705151,1.844685636
1014.107644,79.0268,2.4976,3.477705151,1.877816202
1014.271686,81.5789,2.4893,3.477705151,1.918812994
1014.435728,85.3742,2.481,3.477705151,1.847272668
1014.59977,89.1695,2.4734,3.477705151,1.766018684
1014.763812,92.1141,2.4839,3.477705151,1.691611594
1014.927854,84.1087,2.4936,3.477705151,1.647334217
1015.091896,77.5691,2.5033,3.477705151,1.6927427
1015.255938,71.0295,2.5151,3.477705151,1.727706969
1015.41998,63.9262,2.526,3.428552036,1.764145083
1015.584022,63.2148,2.5401,3.367207838,1.800148065
1015.748064,62.4362,2.5516,3.319086274,1.734707992
1015.912106,61.9128,2.576,3.319086274,1.676751142
1016.076148,59.8993,2.5965,3.319086274,1.658733932
1016.24019,57.5503,2.6171,3.351184957,1.683762958
1016.404232,53.6577,2.6401,3.405765333,1.709558893
1016.568274,49.8322,2.6454,3.462153035,1.736157534
1016.732316,52.2019,2.6505,3.520439342,1.763596941
1016.896358,54.5314,2.647,3.562841135,1.791917618
1017.0604,56.8609,2.644,3.606989492,1.834177751
1017.224442,59.8993,2.6401,3.586354793,1.818044029
1017.388484,59.7383,2.6332,3.550423945,1.790184235
1017.552526,59.5067,2.6232,3.515201867,1.763165404
1017.716568,59.2752,2.6141,3.480675743,1.736951014
1017.88061,59.0436,2.6271,3.446821249,1.711503744
1018.044652,58.8926,2.6391,3.413615153,1.695305485
1018.208694,54.8658,2.6557,3.477705151,1.758815951
1018.372736,55.5705,2.6497,3.498184803,1.809098497
1018.536778,56.7282,2.6397,3.532356646,1.869518809
1018.70082,57.8859,2.6297,3.567206861,1.851679666
1018.864862,58.8926,2.6477,3.602747334,1.831581014
1019.028904,53.8591,2.6609,3.639003121,1.81191399
1019.192946,49.4799,2.6855,3.676000471,1.800148065
1019.356988,46.0067,2.7049,3.713753319,1.882090196
1019.52103,42.5336,2.7286,3.752289663,1.945748783
1019.685072,38.7584,2.7202,3.791638867,2.013864415
1019.849114,36.745,2.7094,3.831817288,2.083636618
1020.013156,39.9664,2.6986,3.872856336,2.072953198
1020.177198,43.0537,2.6879,3.914788992,2.06281565
1020.34124,45.302,2.6818,3.957634486,2.052778155
1020.505282,44.8238,2.6961,4.001428203,2.039831528
1020.669324,42.7852,2.7078,4.046207348,2.067987046
1020.833366,40.8725,2.7152,4.091994569,2.109850609
1020.997408,38.7584,2.7234,4.138829915,2.153442613
1021.16145,41.2752,2.7182,4.17624051,2.198875531
1021.325492,42.7852,2.7012,4.014953202,2.246266836
1021.489534,53.318,2.6818,3.891497566,2.315704628
1021.653576,61.1326,2.6398,3.775407705,2.162183566
1021.817618,69.9664,2.562,3.652245691,1.94982146
1021.98166,68.2886,2.5945,3.498606414,1.7754436
1022.145702,66.3591,2.632,3.357371626,1.647334217
1022.309744,64.9329,2.6694,3.357371626,1.750354982
1022.473786,61.0403,2.6922,3.357371626,1.852858193
1022.637828,56.8792,2.6464,3.357371626,1.871320842
1022.80187,57.8859,2.6134,3.357371626,1.807834485
1022.965912,56.7987,2.5776,3.357371626,1.748514452
1023.129954,55.4094,2.5464,3.347236117,1.692963649
1023.293996,54.0201,2.5672,3.33620461,1.640833887
1023.458038,52.6309,2.5918,3.325249205,1.591818586
1023.62208,51.8456,2.6128,3.319086274,1.526397158
1023.786122,53.5067,2.6401,3.382731314,1.561525757
1023.950164,54.8658,2.6245,3.436646859,1.627804212
1024.114206,57.4958,2.6096,3.423845719,1.699959343
1024.278248,60.6795,2.5917,3.408477024,1.778806929
1024.44229,63.8633,2.5776,3.393245685,1.845808327
1024.606332,65.9396,2.5672,3.378149867,1.7598792
1024.770374,58.1376,2.5724,3.357371626,1.715286082
1024.934416,52.349,2.6103,3.448861019,1.762543465
1025.098458,46.5604,2.6726,3.610505888,1.846101233
1025.2625,40.7718,2.7349,3.788043431,1.937975809
1025.426542,34.9832,2.7972,3.983943846,2.039473927
1025.590584,30.7047,2.8432,4.201211435,2.152192725
1025.754626,26.3255,2.8745,4.443543671,2.278098343
1025.918668,21.6443,2.855,4.584003066,2.419650534
1026.08271,24.6644,2.838,4.611836901,2.579959187
1026.246752,29.2953,2.8081,4.642484373,2.78017203
1026.410794,33.9262,2.77,4.56602521,2.761707495
1026.574836,38.557,2.7318,4.485116421,2.74176405
1026.738878,43.1879,2.6936,4.430502883,2.728061083
1026.90292,47.8188,2.6554,4.059750664,2.274093908
1027.066962,52.4497,2.6172,3.81499275,2.016794648
1027.231004,57.8859,2.5724,3.598073357,1.811800901
1027.395046,58.8423,2.5699,3.396546735,1.638064087
1027.559088,60,2.5672,3.367728697,1.643149663
1027.72313,60.906,2.5657,3.338119178,1.648500477
1027.887172,60.906,2.5643,3.319086274,1.653886254
1028.051214,60.906,2.5629,3.378805205,1.659307338
1028.215256,61.6107,2.5615,3.436646859,1.664764078
1028.379298,62.7685,2.5602,3.397678813,1.670256825
1028.54334,63.9262,2.5588,3.346343124,1.675785938
1028.707382,65.0839,2.5574,3.296535612,1.658530852
1028.871424,65.9396,2.556,3.248189041,1.641627485
1029.035466,64.4799,2.5546,3.201236701,1.625065193
1029.199508,62.9195,2.5532,3.140063422,1.608833755
1029.36355,59.6477,2.5516,3.152818507,1.592923355
1029.527592,54.6309,2.5926,3.174308825,1.575982961
1029.691634,49.6141,2.645,3.287227914,1.624806176
1029.855676,44.5973,2.6974,3.420495256,1.681872254
1030.019718,39.5805,2.7339,3.565020577,1.743092767
1030.18376,36.745,2.713,3.652245691,1.80893852
1030.347802,41.7282,2.6915,3.746252705,1.879954249
1030.511844,45.2013,2.6766,3.652245691,1.970778362
1030.675886,48.8255,2.6609,3.663162028,1.767359116
1030.839928,50.8389,2.685,3.676461602,1.837486106
1031.00397,48.8255,2.7102,3.689862565,1.917007595
1031.168012,45.0671,2.7353,3.698651961,2.003724708
1031.332054,40.7718,2.7703,3.803529124,2.098658939
1031.496096,42.7852,2.7655,3.885262265,2.203036332
1031.660138,44.4966,2.7575,3.970590407,2.334274474
1031.82418,46.8121,2.7495,4.059750664,2.334274474
1031.988222,49.1275,2.7525,3.985178356,2.334274474
1032.152264,51.443,2.7547,3.913296224,2.175515812
1032.316306,53.7584,2.7043,3.843961276,2.052055356
1032.480348,57.8859,2.6505,3.777040479,1.941853899
1032.64439,52.6007,2.6557,3.698651961,1.822692827
1032.808432,43.7919,2.6651,3.741438026,1.882090196
1032.972474,42.2064,2.6771,3.797572323,1.963864317
1033.136516,40.7718,2.6891,3.855416687,2.053068524
1033.300558,41.4513,2.6974,3.91505047,2.150760636
1033.4646,41.7785,2.6772,3.949577963,2.210204286
1033.628642,47.177,2.6617,3.863093266,2.075834643
1033.792684,50.9396,2.6463,3.805020058,1.991452632
1033.956726,54.8658,2.6297,3.748667,1.913662852
1034.120768,53.2047,2.6352,3.698651961,1.841720717
1034.28481,51.8456,2.6411,3.765943052,1.789084064
1034.448852,45.6443,2.6471,3.830050191,1.889337333
1034.612894,40.5503,2.6505,3.896382682,1.980500325
1034.776936,35.4564,2.704,3.965048129,2.080905373
1034.940978,29.698,2.7495,4.036177155,2.192034531
1035.10502,30.302,2.7401,4.109904766,2.315704628
1035.269062,30.9966,2.7282,4.17624051,2.322788247
1035.433104,31.6913,2.7182,4.137655658,2.329915336
1035.597146,32.3859,2.7114,4.104110712,2.334274474
1035.761188,33.9262,2.7054,4.071105306,2.116973854
1035.92523,36.745,2.6974,4.038626526,1.957525235
1036.089272,38.104,2.6961,4.003903941,1.991270488
1036.253314,39.7651,2.6941,3.912090777,2.036122404
1036.417356,39.1611,2.6922,3.816244208,2.083039969
1036.581398,38.7584,2.6378,3.724981824,2.132170738
1036.74544,42.5336,2.5984,3.637982427,2.160980199
1036.909482,45.4279,2.6097,3.554954137,1.911254519
1037.073524,48.8255,2.6251,3.47563113,1.746154451
1037.237566,46.9128,2.6469,3.396546735,1.790368255
1037.401608,44.5973,2.6714,3.501411711,1.84697939
1037.56565,42.2819,2.6748,3.618199142,1.907288685
1037.729692,40.7718,2.6788,3.743041544,1.971668202
1037.893734,39.9916,2.6818,3.876811885,2.040547107
1038.057776,39.4128,2.6494,4.059750664,2.114411227
1038.221818,38.7584,2.6234,4.059750664,2.193825262
1038.38586,42.1141,2.5975,3.896706468,2.279435722
1038.549902,45.9732,2.5715,3.724681395,2.112941073
1038.713944,49.8322,2.5455,3.567206861,1.969111756
1038.877986,53.6913,2.5195,3.422503978,1.84361672
1039.042028,58.8926,2.4995,3.289083117,1.73315837
1039.20607,57.6342,2.533,3.165677637,1.635188694
1039.370112,55.7047,2.5603,3.041630728,1.547701451
1039.534154,53.7752,2.5876,3.127414335,1.47235205
1039.698196,51.8456,2.6193,3.227093935,1.539079856
1039.862238,49.9161,2.6043,3.333340517,1.608961144
1040.02628,48.8255,2.588,3.446821249,1.6854892
1040.190322,48.8255,2.5945,3.606989492,1.769660712
1040.354364,48.8255,2.6004,3.795099369,1.862682129
1040.518406,48.8255,2.5969,3.771740288,1.970778362
1040.682448,48.8255,2.582,3.746252705,2.004365085
1040.84649,48.8255,2.5672,3.616949709,2.04072608
1041.010532,54.4631,2.5516,3.5056281,2.078429274
1041.174574,60.906,2.5411,3.400954345,1.909373598
1041.338616,61.9631,2.5464,3.302353797,1.542575647
1041.502658,63.6997,2.5379,3.209306043,1.504180122
1041.6667,65.4362,2.5307,3.12135806,1.455177339
1041.830742,67.1728,2.5236,3.038101767,1.415089695
1041.994784,68.9094,2.5151,2.979364287,1.500432656
1042.158826,69.9664,2.5319,3.07992642,1.584992854
1042.322868,62.4497,2.5527,3.164645574,1.679653435
1042.48691,55.8725,2.5734,3.2541538,1.81134976
1042.650952,56.3255,2.588,3.357371626,1.798757454
1042.814994,56.9044,2.561,3.419489862,1.78292006
1042.979036,57.4832,2.5464,3.490217431,1.767359116
1043.143078,57.8859,2.6117,3.563928439,1.75669229
1043.30712,51.4681,2.7182,3.606989492,1.855050389
1043.471162,46.5478,2.7209,3.721111819,1.938253094
1043.635204,40.7718,2.7234,3.805020058,2.02926854
1043.799246,45.8725,2.6767,3.896706468,2.129252849
1043.963288,52.047,2.6363,3.740639078,2.239600445
1044.12733,58.2215,2.5959,3.590304649,2.334274474
1044.291372,64.396,2.5464,3.451587076,1.915026299
1044.455414,72.9866,2.5357,3.323193561,1.668820165
1044.619456,72.9866,2.5218,3.174308825,1.436033561
1044.783498,72.9866,2.5099,3.177581684,1.47204202
1044.94754,71.3087,2.5031,3.182020231,1.52373406
1045.111582,69.3792,2.4972,3.186467863,1.579188646
1045.275624,67.953,2.495,3.190931288,1.638832978
1045.439666,70.1426,2.4965,3.195407234,1.703158612
1045.603708,71.8792,2.498,3.199895754,1.691856664
1045.76775,73.9933,2.4995,3.204396902,1.613659727
1045.931792,72.1812,2.495,3.209306043,1.542371134
1046.095834,69.8658,2.4906,3.19696907,1.479837171
1046.259876,67.5503,2.4861,3.18356568,1.516852542
1046.423918,65.9396,2.486,3.174308825,1.554105302
1046.58796,70.9732,2.4905,3.140063422,1.575982961
1046.752002,76.0067,2.4949,3.106552198,1.485729056
1046.916044,74.1275,2.4995,3.054395807,1.428703298
1047.080086,71.4262,2.5141,2.982416562,1.375893294
1047.244128,68.9597,2.5255,2.913754492,1.330974101
1047.40817,72.9866,2.5073,2.862184052,1.388511119
1047.572212,73.9262,2.4924,2.894053614,1.446021095
1047.736254,75,2.4734,2.920771113,1.534444145
1047.900296,75,2.4803,2.947983661,1.518751904
1048.064338,75.4279,2.4898,2.975710956,1.493657787
1048.22838,76.0067,2.4993,3.003961822,1.469378735
1048.392422,75.6208,2.5088,3.032757264,1.445877046
1048.556464,75.2349,2.5151,3.06210703,1.42898395
1048.720506,75,2.5099,3.092033552,1.519095551
1048.884548,70.9732,2.4996,3.116532451,1.628897706
1049.04859,71.4765,2.4818,3.140063422,1.608630823
1049.212632,72.2483,2.463,3.099936234,1.578516382
1049.376674,72.9866,2.4526,3.050128892,1.549508739
1049.540716,72.3826,2.4578,3.010177028,1.521547977
1049.704758,71.9799,2.4862,3.067354912,1.494578428
1049.8688,68.9597,2.5203,3.140063422,1.457606695
1050.032842,68.9597,2.5117,3.155040978,1.488768251
1050.196884,71.3758,2.4966,3.181707999,1.546893197
1050.360926,74.849,2.4815,3.209306043,1.610868449
1050.524968,78.3221,2.4682,3.18263823,1.584216825
1050.68901,81.7953,2.4716,3.155952411,1.557987447
1050.853052,85.2685,2.4734,3.140063422,1.532612467
1051.017094,85.9732,2.4819,3.153842869,1.508050806
1051.181136,83.6577,2.4879,3.16378494,1.479837171
1051.345178,81.3423,2.4943,3.174308825,1.491419154
1051.50922,79.0268,2.5043,3.212847916,1.505963776
1051.673262,76.7114,2.5149,3.254515162,1.520794876
1051.837304,74.396,2.5254,3.281667775,1.535921776
1052.001346,72.9866,2.5307,3.291875184,1.551351835
1052.165388,70.8389,2.5307,3.238766487,1.567095066
1052.32943,68.9597,2.5203,3.187340884,1.584561907
1052.493472,69.4128,2.5269,3.140063422,1.502214091
1052.657514,69.9916,2.5342,3.173475969,1.436033561
1052.821556,70.5705,2.5414,3.205913588,1.566694733
1052.985598,71.1493,2.5516,3.239017734,1.696441537
1053.14964,71.9799,2.5455,3.281667775,1.893845191
1053.313682,71.3255,2.5354,3.271095133,1.777014885
1053.477724,69.9664,2.5255,3.256946017,1.640510659
1053.641766,68.2928,2.544,3.242915328,1.523481206
1053.805808,66.2668,2.5621,3.229005007,1.45034353
1053.96985,64.2408,2.588,3.209306043,1.525597252
1054.133892,62.9195,2.582,3.248704891,1.589372429
1054.297934,61.8792,2.5714,3.320348138,1.658711365
1054.461976,60.906,2.5609,3.396546735,1.735742285
1054.626018,58.8926,2.5516,3.366690859,1.628897706
1054.79006,60.906,2.5363,3.336843773,1.659070704
1054.954102,63.2215,2.5227,3.30752125,1.675785938
1055.118144,64.9329,2.5047,3.278709581,1.620374133
1055.282186,62.9195,2.5412,3.245083562,1.575982961
1055.446228,59.698,2.5956,3.314552935,1.6305141
1055.61027,57.3826,2.6453,3.40449096,1.703241413
1055.774312,55.0671,2.6617,3.499445924,1.782760508
1055.938354,52.7517,2.6768,3.599849655,1.870067086
1056.102396,50.8389,2.6974,3.746252705,1.966366552
1056.266438,54.3725,2.6635,3.676231022,2.098658939
1056.43048,57.3826,2.6103,3.571583299,1.995092062
1056.594522,60.3926,2.5571,3.472728487,1.87578344
1056.758564,63.9262,2.504,3.379194783,1.76993817
1056.922606,64.8826,2.4682,3.290570919,1.675399984
1057.086648,66.0403,2.503,3.140063422,1.590448907
1057.25069,66.9463,2.5359,3.151964293,1.513696973
1057.414732,67.953,2.5449,3.171887484,1.436033561
1057.578774,65.6991,2.557,3.192060798,1.514799815
1057.742816,64.0268,2.5672,3.209306043,1.615577337
1057.906858,62.3546,2.5463,3.307022435,1.695305485
1058.0709,60.6823,2.5203,3.357371626,1.638064087
1058.234942,59.0101,2.5318,3.357371626,1.649294371
1058.398984,57.3378,2.5519,3.357371626,1.669410625
1058.563026,55.6655,2.5724,3.357371626,1.690023649
1058.727068,56.5772,2.5776,3.357371626,1.711151115
1058.89111,59.8574,2.5516,3.357371626,1.732814495
1059.055152,63.1376,2.5464,3.357371626,1.746154451
1059.219194,66.4178,2.5632,3.357371626,1.603827245
1059.383236,69.698,2.5776,3.357371626,1.607251564
1059.547278,71.9799,2.5531,3.357371626,1.610868449
1059.71132,70.8473,2.5229,3.2878449,1.568582194
1059.875362,69.979,2.4927,3.217582593,1.526329129
1060.039404,68.9597,2.4625,3.150260509,1.486292705
1060.203446,67.2861,2.4266,3.08569475,1.448302261
1060.367488,65.2601,2.4484,3.010177028,1.41220618
1060.53153,63.2341,2.4826,3.086785361,1.374983378
1060.695572,61.9128,2.5151,3.191475893,1.434229383
1060.859614,59.8993,2.4976,3.281667775,1.505204463
1061.023656,59.8993,2.481,3.250066273,1.583570714
1061.187698,62.0386,2.4578,3.223967259,1.610130671
1061.35174,64.9329,2.4602,3.198287429,1.571243309
1061.515782,67.8272,2.4643,3.173010157,1.534189269
1061.679824,69.9664,2.4682,3.148129303,1.498843364
1061.843866,68.1418,2.479,3.123638816,1.465089437
1062.007908,66.6946,2.4896,3.106552198,1.432822304
1062.17195,64.9329,2.5047,3.106552198,1.415089695
1062.335992,66.745,2.4995,3.106552198,1.464942269
1062.500034,69.0604,2.4891,3.106552198,1.443153073
1062.664076,70.9732,2.4891,3.106552198,1.512989173
1062.828118,69.3876,2.3797,3.106552198,1.593234765
1062.99216,68.0369,2.3983,3.106552198,1.551827319
1063.156202,66.6862,2.4149,3.180897813,1.516654792
1063.320244,65.3356,2.437,3.242553088,1.47235205
1063.484286,63.9262,2.4605,3.306645732,1.540420059
1063.648328,65.9396,2.4956,3.373323191,1.654149241
1063.81237,63.4228,2.5306,3.436646859,1.786010348
1063.976412,61.1074,2.5657,3.477705151,1.940715163
1064.140454,57.8859,2.588,3.458150369,2.054226668
1064.304496,58.943,2.5606,3.442336794,1.862163202
1064.468538,60.906,2.5359,3.426667187,1.742548662
1064.63258,62.9195,2.5477,3.41113959,1.628897706
1064.796622,65.9396,2.5628,3.396546735,1.738188191
1064.960664,63.9765,2.5779,3.49608629,1.875927749
1065.124706,62.9195,2.593,3.596294569,2.037375891
1065.288748,59.698,2.6141,3.623601801,2.315704628
1065.45279,56.8792,2.6086,3.563565931,2.167819615
1065.616832,58.2383,2.5984,3.505486987,1.960359259
1065.780874,59.8993,2.4734,3.449270824,1.789138673
1065.944916,61.9128,2.4783,3.394829237,1.66619376
1066.108958,60.8935,2.4832,3.357371626,1.705319782
1066.273,60.0252,2.488,3.366951189,1.740705615
1066.437042,58.8926,2.4943,3.37440248,1.737234151
1066.601084,60.4139,2.463,3.381883073,1.703620306
1066.765126,62.6007,2.4234,3.389396906,1.671282563
1066.929168,64.7875,2.3755,3.396546735,1.640150488
1067.09321,66.9743,2.338,3.34964185,1.610156189
1067.257252,69.1611,2.3484,3.306269114,1.58123923
1067.421294,71.3479,2.3969,3.264005241,1.553342593
1067.585336,73.5347,2.4328,3.209306043,1.526413211
1067.749378,76.0067,2.4734,3.200366134,1.495038807
1067.91342,73.9933,2.463,3.187050935,1.51784131
1068.077462,73.7617,2.4422,3.174308825,1.547743104
1068.241504,73.5302,2.4507,3.183409405,1.5788459
1068.405546,73.2987,2.4581,3.1922547,1.602003083
1068.569588,72.9866,2.4682,3.201149287,1.540126617
1068.73363,71.4765,2.4422,3.210090197,1.479837171
1068.897672,69.1611,2.4,3.219084591,1.50965446
1069.061714,66.8456,2.3461,3.22812953,1.558015321
1069.225756,64.5302,2.3016,3.237225441,1.609577144
1069.389798,62.2148,2.2911,3.245083562,1.656709867
1069.55384,60.906,2.3365,3.312290906,1.569608861
1069.717882,61.9128,2.3712,3.37355841,1.526397158
1069.881924,60.302,2.4059,3.43713516,1.590072222
1070.045966,57.8859,2.4422,3.519756368,1.639417395
1070.210008,62.3154,2.4479,3.459795094,1.691922404
1070.37405,66.9463,2.4526,3.383384675,1.747901802
1070.538092,69.9664,2.376,3.319086274,1.800148065
1070.702134,72.9866,2.3475,3.335313843,1.739892811
1070.866176,73.3389,2.3589,3.34989955,1.68952434
1071.030218,73.9178,2.3677,3.323026901,1.641990959
1071.19426,74.4966,2.3797,3.255245081,1.597059013
1071.358302,75.0755,2.3917,3.190169821,1.554520632
1071.522344,75.6544,2.4036,3.127648602,1.514189517
1071.686386,76.0067,2.4156,3.073748695,1.479837171
1071.850428,79.2282,2.4276,3.033388072,1.508832413
1072.01447,81.5436,2.4422,3.010177028,1.526397158
1072.178512,84.0604,2.4281,3.010177028,1.498887589
1072.342554,84.0604,2.4102,3.010177028,1.479153496
1072.506596,84.0604,2.3953,3.010177028,1.459932283
1072.670638,82.0218,2.3849,3.010177028,1.441204211
1072.83468,81.0403,2.4005,3.010177028,1.422950541
1072.998722,81.594,2.4161,3.010177028,1.405153475
1073.162764,81.9799,2.4057,3.010177028,1.387796723
1073.326806,82.3658,2.3901,3.010177028,1.370862912
1073.490848,82.7517,2.3987,3.010177028,1.3494852
1073.65489,83.0537,2.4057,2.973278442,1.362965569
1073.818932,80.7987,2.3857,2.922235647,1.382646472
1073.982974,78.9463,2.3692,2.872918503,1.401463675
1074.147016,77.094,2.3484,2.834312575,1.337087782
1074.311058,75,2.3853,2.834312575,1.373115189
1074.4751,75.1119,2.4352,2.858670177,1.404845196
